...1	Bin ID	Bin Quality	Bin Lineage	Domain	Phylum	Class	Order	Family	Genus	Bin Methods	Created By	Date Added	Completeness	Contamination	Total Number of Bases	5s rRNA	16s rRNA	23s rRNA	tRNA Genes	Gene Count	Scaffold Count
NA	3300050821_1050	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	78.87	1.28	3710273	0	0	0	36	3425	191
NA	3300050821_106	MQ	Bacteria; Acidobacteria	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	90	1.71	5380391	1	1	0	52	4760	67
NA	3300050821_1121	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	91.08	0.85	4948654	1	0	1	34	4419	237
NA	3300050821_1216	MQ	Bacteria; Acidobacteria	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	85.53	0	5313436	1	0	0	54	4757	169
NA	3300050821_1225	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	73.43	0.85	4221280	0	0	0	28	3879	253
NA	3300050821_1270	MQ	Bacteria; Acidobacteria	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	76.55	1.71	3657120	0	0	0	40	3493	252
NA	3300050821_1281	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	59.48	0	2789608	0	0	0	14	2547	210
NA	3300050821_1357	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	57.48	2.56	2376389	0	0	0	20	2339	271
NA	3300050821_1393	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	71.35	1.71	3150449	0	0	0	23	3036	288
NA	3300050821_1397	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	80.77	3.42	4334024	1	0	1	27	3875	243
NA	3300050821_1435	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	59.64	2.56	3870008	0	0	0	32	3655	338
NA	3300050821_1481	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	61.95	0	3015283	0	1	0	31	2795	177
NA	3300050821_1529	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	69.85	0.28	2872481	0	0	0	15	2715	205
NA	3300050821_16	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	79.52	1.71	4631254	1	0	1	31	4270	256
NA	3300050821_1609	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	71.71	0	3612229	0	0	0	38	3451	343
NA	3300050821_1654	MQ	Bacteria; Acidobacteria	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	67.24	0	5133348	1	0	0	43	4610	181
NA	3300050821_1665	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	66.38	0	3859661	1	0	1	26	3618	276
NA	3300050821_1939	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	60.34	0	2472766	0	0	0	20	2377	206
NA	3300050821_1954	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	92.59	2.56	4954583	0	1	0	47	4486	167
NA	3300050821_2085	MQ	Bacteria; Acidobacteria	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	89.81	2.56	4048694	1	0	1	37	3668	169
NA	3300050821_2245	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	72.02	1.71	3618474	0	0	1	30	3289	280
NA	3300050821_2308	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	50.86	0	2637738	0	0	0	9	2443	259
NA	3300050821_2565	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	71.19	0	4448722	0	1	0	26	4340	303
NA	3300050821_2568	MQ	Bacteria; Acidobacteria	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	67.4	1.71	3922076	1	0	1	38	3574	152
NA	3300050821_2585	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	82.81	3.16	4510560	1	0	0	25	4052	383
NA	3300050821_2688	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	72.53	0.85	3884219	0	0	0	44	3601	225
NA	3300050821_29	MQ	Bacteria; Acidobacteria	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	59.8	0	3986652	1	0	0	41	3657	130
NA	3300050821_315	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	74.29	0	4723522	0	0	0	30	4360	218
NA	3300050821_321	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	72.41	0	4655528	0	1	0	32	3974	157
NA	3300050821_352	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	75.34	1.71	4031454	0	0	0	26	3741	278
NA	3300050821_382	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	52.92	0	2774248	0	0	0	13	2636	301
NA	3300050821_391	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	59.97	0	3211962	0	0	0	20	2993	311
NA	3300050821_410	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	73.93	1.71	3617273	1	0	1	32	3417	261
NA	3300050821_413	MQ	Bacteria; Acidobacteria	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	67.24	0	3306217	0	0	0	29	3091	181
NA	3300050821_583	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	52.38	0	2090638	0	0	0	17	2044	179
NA	3300050821_59	MQ	Bacteria; Acidobacteria	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	78.61	0	5677349	0	0	1	48	5067	114
NA	3300050821_61	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	86.18	2.56	4418636	0	1	0	45	3976	177
NA	3300050821_649	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	57.76	0	4435546	0	0	0	41	3998	243
NA	3300050821_749	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	51.85	0.85	3349150	1	0	0	23	3293	322
NA	3300050821_86	MQ	Bacteria; Acidobacteria; Acidobacteriia	Bacteria	 Acidobacteriota	 Acidobacteriae	 UBA7541	 UBA7541	 UBA7541	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	89.53	2.56	4393380	0	1	1	42	3944	72
NA	3300050821_346	MQ	Bacteria	Bacteria	 Acidobacteriota	 Blastocatellia	 UBA7656	 UBA7656	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	76.31	4.84	7001564	0	0	0	53	6451	701
NA	3300050821_1804	MQ	Bacteria; Acidobacteria; Holophagae; Holophagales; Holophagaceae; Geothrix; Geothrix fermentans	Bacteria	 Acidobacteriota	 Holophagae	 Holophagales	 Holophagaceae	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	90.52	1.75	2505670	1	0	0	38	2505	71
NA	3300050821_1753	MQ	Bacteria	Bacteria	 Acidobacteriota	 Thermoanaerobaculia	 Gp7-AA8	 Gp7-AA8	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	89.3	7.12	5663662	1	0	1	44	5545	409
NA	3300050821_2523	MQ	Bacteria	Bacteria	 Acidobacteriota	 Thermoanaerobaculia	 Gp7-AA8	 Gp7-AA8	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	100	3.42	6198594	0	0	0	47	5831	201
NA	3300050821_2818	MQ	Bacteria	Bacteria	 Acidobacteriota	 Thermoanaerobaculia	 UBA5066	 Gp7-AA6	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	79.75	0.85	2869962	0	0	0	30	2935	414
NA	3300050821_2091	MQ	Bacteria	Bacteria	 Acidobacteriota	 Thermoanaerobaculia	 UBA5066	 Gp7-AA6	 Gp7-AA6	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	89.37	0.85	3755582	1	0	1	43	3618	254
NA	3300050821_2529	HQ	Bacteria	Bacteria	 Acidobacteriota	 Thermoanaerobaculia	 UBA5704	 UBA5704	 UBA5704	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	93.1	1.76	6746825	1	1	1	49	5208	90
NA	3300050821_2439	MQ	Bacteria	Bacteria	 Acidobacteriota	 Thermoanaerobaculia	 UBA5704	 UBA5704	 UBA5704	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	63.41	0	4363597	1	1	1	28	4032	740
NA	3300050821_422	MQ	Bacteria	Bacteria	 Acidobacteriota	 Thermoanaerobaculia	 UBA5704	 UBA5704	 UBA5704	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	55.49	1.88	4775694	0	1	0	30	4163	847
NA	3300050821_2098	MQ	Bacteria	Bacteria	 Acidobacteriota	 Vicinamibacteria_A	 Fen-336	 Fen-336	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	64.04	2.56	3464786	0	0	0	33	3516	507
NA	3300050821_2856	MQ	Bacteria	Bacteria	 Acidobacteriota	 Vicinamibacteria_A	 Fen-336	 Fen-336	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	54.13	1.71	2971423	0	1	0	17	2983	521
NA	3300050821_326	MQ	Bacteria	Bacteria	 Acidobacteriota	 Vicinamibacteria_A	 Fen-336	 Fen-336	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	79.08	3.7	4267459	1	0	1	30	4025	435
NA	3300050821_1710	MQ	Bacteria	Bacteria	 Acidobacteriota	 Vicinamibacteria	 Vicinamibacterales	 SCN-69-37	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	83.76	4.7	3781135	0	1	0	31	3538	344
NA	3300050821_1969	MQ	Bacteria	Bacteria	 Acidobacteriota	 Vicinamibacteria	 Vicinamibacterales	 SCN-69-37	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	64.9	2.14	2360675	0	0	0	21	2434	381
NA	3300050821_726	MQ	Bacteria	Bacteria	 Acidobacteriota	 Vicinamibacteria	 Vicinamibacterales	 SCN-69-37	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	68.21	4.44	3260679	0	0	0	18	3186	447
NA	3300050821_1608	MQ	Bacteria	Bacteria	 Acidobacteriota	 Vicinamibacteria	 Vicinamibacterales	 SCN-69-37	 SYFT01	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	89.24	5.3	4683154	1	1	0	45	4453	471
NA	3300050821_1864	MQ	Bacteria	Bacteria	 Acidobacteriota	 Vicinamibacteria	 Vicinamibacterales	 UBA2999	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	70.84	3.42	3359262	0	0	0	19	3618	537
NA	3300050821_2445	MQ	Bacteria	Bacteria	 Acidobacteriota	 Vicinamibacteria	 Vicinamibacterales	 UBA2999	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	65.28	4.84	4995094	1	0	1	18	4920	776
NA	3300050821_506	MQ	Bacteria	Bacteria	 Acidobacteriota	 Vicinamibacteria	 Vicinamibacterales	 UBA2999	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	84.21	5.13	5199498	1	0	1	43	5038	487
NA	3300050821_1182	MQ	Bacteria	Bacteria	 Acidobacteriota	 Vicinamibacteria	 Vicinamibacterales	 UBA2999	 2-02-FULL-65-29	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	71.16	2.59	3308366	0	1	0	26	3329	281
NA	3300050821_2381	MQ	Bacteria	Bacteria	 Acidobacteriota	 Vicinamibacteria	 Vicinamibacterales	 UBA2999	 Gp6-AA45	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	55.8	2.56	2618079	0	0	0	15	2727	450
NA	3300050821_2644	MQ	Bacteria	Bacteria	 Acidobacteriota	 Vicinamibacteria	 Vicinamibacterales	 UBA2999	 Gp6-AA45	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	63.48	7.69	5230831	0	0	0	28	5127	789
NA	3300050821_2706	MQ	Bacteria; Actinobacteria; Actinomycetia	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Acidimicrobiales	 GCA-2861595	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	68.49	0.95	2869405	0	0	0	37	3249	429
NA	3300050821_1947	MQ	Bacteria; Actinobacteria; Actinomycetia	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Acidimicrobiales	 Palsa-688	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	53.33	1.28	3091645	1	1	1	17	3128	467
NA	3300050821_2213	MQ	Bacteria; Actinobacteria; Actinomycetia	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Acidimicrobiales	 Palsa-688	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	54.03	3.42	4479143	1	1	1	21	4443	516
NA	3300050821_414	MQ	Bacteria; Actinobacteria; Actinomycetia	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Acidimicrobiales	 Palsa-688	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	62	1.71	4145239	0	0	0	22	4177	524
NA	3300050821_1720	MQ	Bacteria; Actinobacteria; Actinomycetia	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Acidimicrobiales	 Palsa-688	 PALSA-693	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	78.19	3.85	4232387	1	1	1	30	4391	502
NA	3300050821_2187	MQ	Bacteria; Actinobacteria; Actinomycetia	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Acidimicrobiales	 RAAP-2	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	81.19	1.14	4003115	0	0	0	33	4141	356
NA	3300050821_443	MQ	Bacteria; Actinobacteria; Actinomycetia	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Acidimicrobiales	 RAAP-2	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	88.31	2.14	3651458	0	0	0	39	3745	289
NA	3300050821_57	HQ	Bacteria; Actinobacteria; Actinomycetia	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Acidimicrobiales	 RAAP-2	 Bog-473	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	95.44	2.99	3844659	1	1	1	48	3808	185
NA	3300050821_1540	MQ	Bacteria; Actinobacteria; Actinomycetia	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Acidimicrobiales	 RAAP-2	 Bog-473	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	52.68	0	1766871	0	0	0	24	1879	247
NA	3300050821_1737	MQ	Bacteria; Actinobacteria; Actinomycetia	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Acidimicrobiales	 RAAP-2	 Bog-756	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	61.41	1.71	1828330	0	0	0	10	1843	273
NA	3300050821_2683	MQ	Bacteria; Actinobacteria	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Acidimicrobiales	 UBA8190	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	50.44	1.71	1862370	0	0	0	14	1973	261
NA	3300050821_1845	MQ	Bacteria; Actinobacteria; Actinomycetia	Bacteria	 Actinobacteriota	 Acidimicrobiia	 IMCC26256	 PALSA-610	NA	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	65.87	3.85	2749337	0	1	0	18	3034	475
NA	3300050821_2339	MQ	Bacteria; Actinobacteria; Actinomycetia	Bacteria	 Actinobacteriota	 Actinomycetia	 Acidothermales	 Acidothermaceae	 PALSA-607	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	81.65	3.12	2863071	0	1	0	32	3121	330
NA	3300050821_1157	MQ	Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycobacterium	Bacteria	 Actinobacteriota	 Actinomycetia	 Mycobacteriales	 Mycobacteriaceae	 Mycobacterium	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	88.04	1.66	5883566	1	0	1	48	6476	477
NA	3300050821_1769	MQ	Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales	Bacteria	 Actinobacteriota	 Actinomycetia	 Mycobacteriales	 Mycobacteriaceae	 Mycobacterium	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	64.51	0.42	5162026	0	0	0	24	5931	835
NA	3300050821_194	MQ	Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium sp. 1245111.1	Bacteria	 Actinobacteriota	 Actinomycetia	 Mycobacteriales	 Mycobacteriaceae	 Mycobacterium	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	55.06	0.45	3481531	0	0	0	7	3701	497
NA	3300050821_197	MQ	Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycobacterium	Bacteria	 Actinobacteriota	 Actinomycetia	 Mycobacteriales	 Mycobacteriaceae	 Mycobacterium	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	61.82	0.45	3085466	1	1	1	14	3529	410
NA	3300050821_2060	MQ	Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycobacterium	Bacteria	 Actinobacteriota	 Actinomycetia	 Mycobacteriales	 Mycobacteriaceae	 Mycobacterium	MetaBAT v2:2.15, CheckM v1.1.3, GTDB-tk v1.3.0,GTDB database release 95	IMG_PIPELINE	2022-07-18	73.03	0.81	4021243	1	1	1	20	4339	485
